id,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2871,no,1405,yes,no,unknown,14,may,629,2,-1,0,unknown,yes
2872,no,0,yes,no,unknown,14,may,198,1,-1,0,unknown,no
2873,no,2775,no,no,unknown,14,may,262,1,-1,0,unknown,no
2874,no,611,yes,yes,unknown,14,may,179,1,-1,0,unknown,no
2875,no,1654,yes,no,unknown,14,may,35,1,-1,0,unknown,no
2876,no,1691,yes,no,unknown,14,may,156,1,-1,0,unknown,no
2877,no,427,no,no,unknown,14,may,201,1,-1,0,unknown,no
2878,no,938,yes,no,unknown,14,may,159,1,-1,0,unknown,no
2879,no,626,yes,no,unknown,14,may,68,1,-1,0,unknown,no
2880,no,874,no,no,unknown,14,may,75,1,-1,0,unknown,no
2881,no,24,no,no,unknown,14,may,229,1,-1,0,unknown,no
2882,no,7373,yes,no,unknown,14,may,126,1,-1,0,unknown,no
2883,no,1535,yes,no,unknown,14,may,704,1,-1,0,unknown,yes
2884,no,2,yes,yes,unknown,14,may,164,1,-1,0,unknown,no
2885,no,829,yes,yes,unknown,14,may,339,1,-1,0,unknown,no
2886,no,164,yes,no,unknown,14,may,461,1,-1,0,unknown,no
2887,no,1765,yes,no,unknown,14,may,188,1,-1,0,unknown,no
2888,no,1733,yes,no,unknown,14,may,546,1,-1,0,unknown,no
2889,no,383,yes,no,unknown,14,may,171,1,-1,0,unknown,no
2890,no,777,yes,no,unknown,14,may,351,1,-1,0,unknown,no
2891,no,0,yes,no,unknown,14,may,94,4,-1,0,unknown,no
2892,no,1522,yes,yes,unknown,14,may,168,2,-1,0,unknown,no
2893,no,4446,yes,no,unknown,14,may,429,1,-1,0,unknown,no
2894,no,923,yes,no,unknown,14,may,249,2,-1,0,unknown,no
2895,no,1309,yes,no,unknown,14,may,568,1,-1,0,unknown,no
2896,no,1340,yes,no,unknown,14,may,299,1,-1,0,unknown,no
2897,no,3158,yes,no,unknown,14,may,282,1,-1,0,unknown,no
2898,no,1596,yes,no,unknown,14,may,760,1,-1,0,unknown,yes
2899,no,887,yes,no,unknown,14,may,211,1,-1,0,unknown,no
2900,no,23189,yes,no,unknown,14,may,77,1,-1,0,unknown,no
2901,no,1010,yes,no,unknown,14,may,283,1,-1,0,unknown,no
2902,no,246,yes,no,unknown,14,may,263,1,-1,0,unknown,no
2903,no,918,yes,no,unknown,14,may,189,1,-1,0,unknown,no
2904,no,1429,yes,no,unknown,14,may,91,1,-1,0,unknown,no
2905,no,2439,yes,no,unknown,14,may,32,1,-1,0,unknown,no
2906,no,348,yes,no,unknown,14,may,139,2,-1,0,unknown,no
2907,no,387,yes,no,unknown,14,may,347,1,-1,0,unknown,no
2908,no,22,yes,no,unknown,14,may,152,1,-1,0,unknown,no
2909,no,3641,yes,no,unknown,14,may,869,1,-1,0,unknown,no
2910,no,2535,yes,no,unknown,14,may,339,1,-1,0,unknown,no
2911,no,1878,yes,no,unknown,14,may,267,1,-1,0,unknown,no
2912,no,3,yes,no,unknown,14,may,34,1,-1,0,unknown,no
2913,no,9,yes,no,unknown,14,may,153,2,-1,0,unknown,no
2914,no,502,yes,no,unknown,14,may,28,2,-1,0,unknown,no
2915,no,3634,yes,no,unknown,14,may,216,1,-1,0,unknown,no
2916,no,3395,yes,no,unknown,14,may,215,1,-1,0,unknown,no
2917,no,673,yes,no,unknown,14,may,199,2,-1,0,unknown,no
2918,no,600,yes,no,unknown,14,may,139,1,-1,0,unknown,no
2919,no,698,yes,no,unknown,14,may,322,1,-1,0,unknown,no
2920,no,2540,yes,no,unknown,14,may,189,1,-1,0,unknown,no
2921,no,357,yes,no,unknown,14,may,197,2,-1,0,unknown,no
2922,no,782,yes,no,unknown,14,may,224,2,-1,0,unknown,no
2923,no,2097,yes,no,unknown,14,may,160,1,-1,0,unknown,no
2924,no,-101,yes,no,unknown,14,may,143,1,-1,0,unknown,no
2925,no,628,yes,yes,unknown,14,may,191,1,-1,0,unknown,no
2926,no,0,yes,no,unknown,14,may,833,1,-1,0,unknown,no
2927,no,6874,yes,no,unknown,14,may,356,1,-1,0,unknown,no
2928,no,16,yes,no,unknown,14,may,485,2,-1,0,unknown,no
2929,no,1691,yes,no,unknown,14,may,57,1,-1,0,unknown,no
2930,no,1542,yes,no,unknown,14,may,930,1,-1,0,unknown,yes
2931,no,1057,yes,no,unknown,14,may,247,2,-1,0,unknown,no
2932,no,11317,yes,no,unknown,14,may,208,1,-1,0,unknown,no
2933,yes,-1300,no,no,unknown,14,may,89,1,-1,0,unknown,no
2934,no,299,yes,no,unknown,14,may,72,1,-1,0,unknown,no
2935,no,189,yes,no,unknown,14,may,260,1,-1,0,unknown,no
2936,no,1412,yes,no,unknown,14,may,129,1,-1,0,unknown,no
2937,no,0,yes,no,unknown,14,may,151,2,-1,0,unknown,no
2938,no,235,yes,no,unknown,14,may,181,1,-1,0,unknown,no
2939,no,20718,yes,no,unknown,14,may,125,1,-1,0,unknown,no
2940,no,1043,yes,yes,unknown,14,may,225,1,-1,0,unknown,no
2941,no,890,yes,no,unknown,14,may,829,1,-1,0,unknown,no
2942,no,768,no,yes,unknown,14,may,749,2,-1,0,unknown,no
2943,no,618,yes,yes,unknown,14,may,166,2,-1,0,unknown,no
2944,no,1313,no,no,unknown,14,may,87,1,-1,0,unknown,no
2945,no,3932,yes,no,unknown,14,may,407,2,-1,0,unknown,no
2946,no,334,yes,no,unknown,14,may,438,4,-1,0,unknown,no
2947,no,80,yes,yes,unknown,14,may,387,2,-1,0,unknown,no
2948,no,-27,yes,yes,unknown,14,may,100,3,-1,0,unknown,no
2949,no,2285,yes,no,unknown,14,may,413,2,-1,0,unknown,no
2950,no,193,no,no,unknown,14,may,521,2,-1,0,unknown,no
2951,yes,-198,no,yes,unknown,14,may,133,1,-1,0,unknown,no
2952,no,1180,yes,yes,unknown,14,may,191,2,-1,0,unknown,no
2953,no,505,yes,no,unknown,14,may,521,2,-1,0,unknown,no
2954,no,6943,yes,no,unknown,14,may,109,1,-1,0,unknown,no
2955,no,243,yes,yes,unknown,14,may,345,2,-1,0,unknown,no
2956,no,3652,yes,no,unknown,14,may,1028,2,-1,0,unknown,yes
2957,no,3455,yes,no,unknown,14,may,566,2,-1,0,unknown,no
2958,no,2607,yes,no,unknown,14,may,38,1,-1,0,unknown,no
2959,no,2024,yes,no,unknown,14,may,314,1,-1,0,unknown,no
2960,no,0,yes,no,unknown,14,may,214,1,-1,0,unknown,no
2961,no,-222,no,no,unknown,14,may,248,2,-1,0,unknown,no
2962,no,1238,yes,no,unknown,14,may,246,1,-1,0,unknown,no
2963,no,33,yes,no,unknown,14,may,136,8,-1,0,unknown,no
2964,no,1000,yes,no,unknown,14,may,98,1,-1,0,unknown,no
2965,no,881,yes,no,unknown,14,may,225,2,-1,0,unknown,no
2966,no,403,yes,no,unknown,14,may,364,1,-1,0,unknown,no
2967,no,-38,yes,no,unknown,14,may,784,1,-1,0,unknown,no
2968,yes,0,yes,no,unknown,14,may,93,14,-1,0,unknown,no
2969,no,221,yes,no,unknown,14,may,57,2,-1,0,unknown,no
2970,no,1109,yes,no,unknown,14,may,160,2,-1,0,unknown,no
2971,no,1416,yes,no,unknown,14,may,210,2,-1,0,unknown,no
2972,no,264,yes,no,unknown,14,may,222,2,-1,0,unknown,no
2973,no,141,yes,yes,unknown,14,may,21,10,-1,0,unknown,no
2974,no,1944,yes,no,unknown,14,may,222,5,-1,0,unknown,no
2975,no,694,yes,no,unknown,14,may,157,1,-1,0,unknown,no
2976,no,303,yes,no,unknown,14,may,143,1,-1,0,unknown,no
2977,no,2087,yes,no,unknown,14,may,371,1,-1,0,unknown,no
2978,no,369,yes,yes,unknown,14,may,161,2,-1,0,unknown,no
2979,no,166,yes,no,unknown,14,may,350,2,-1,0,unknown,no
2980,no,718,yes,no,unknown,14,may,135,1,-1,0,unknown,no
2981,no,4543,yes,no,unknown,14,may,162,1,-1,0,unknown,no
2982,no,1613,yes,no,unknown,14,may,565,1,-1,0,unknown,no
2983,no,-1,no,no,unknown,14,may,850,2,-1,0,unknown,yes
2984,no,1410,yes,no,unknown,14,may,44,8,-1,0,unknown,no
2985,no,577,no,no,unknown,14,may,337,1,-1,0,unknown,no
2986,no,-63,yes,no,unknown,14,may,416,2,-1,0,unknown,no
2987,no,892,no,no,unknown,14,may,102,2,-1,0,unknown,no
2988,no,-113,yes,no,unknown,14,may,5,2,-1,0,unknown,no
2989,no,3240,yes,no,unknown,14,may,129,2,-1,0,unknown,no
2990,no,3658,yes,no,unknown,14,may,977,1,-1,0,unknown,no
2991,no,3545,yes,no,unknown,14,may,138,2,-1,0,unknown,no
2992,no,1292,yes,no,unknown,14,may,70,2,-1,0,unknown,no
2993,no,4248,yes,no,unknown,14,may,71,1,-1,0,unknown,no
2994,no,155,yes,no,unknown,14,may,75,1,-1,0,unknown,no
2995,no,501,yes,no,unknown,14,may,230,2,-1,0,unknown,no
2996,no,658,yes,no,unknown,14,may,369,1,-1,0,unknown,no
2997,no,3743,yes,no,unknown,14,may,136,1,-1,0,unknown,no
2998,no,329,yes,no,unknown,14,may,22,4,-1,0,unknown,no
2999,no,703,yes,no,unknown,14,may,378,1,-1,0,unknown,no
3000,no,7735,yes,no,unknown,14,may,240,1,-1,0,unknown,no
3001,no,455,yes,no,unknown,14,may,80,1,-1,0,unknown,no
3002,no,831,yes,no,unknown,14,may,144,1,-1,0,unknown,no
3003,no,1757,yes,no,unknown,14,may,380,4,-1,0,unknown,no
3004,no,1480,yes,no,unknown,14,may,108,1,-1,0,unknown,no
3005,no,7180,yes,no,unknown,14,may,927,1,-1,0,unknown,yes
3006,no,4906,yes,no,unknown,14,may,389,1,-1,0,unknown,no
3007,no,592,no,yes,unknown,14,may,192,1,-1,0,unknown,no
3008,no,128,yes,no,unknown,14,may,273,1,-1,0,unknown,no
3009,no,160,yes,no,unknown,14,may,48,1,-1,0,unknown,no
3010,no,441,yes,no,unknown,14,may,8,1,-1,0,unknown,no
3011,no,8982,yes,no,unknown,14,may,628,1,-1,0,unknown,no
3012,no,338,no,no,unknown,14,may,90,1,-1,0,unknown,no
3013,no,10749,yes,no,unknown,14,may,221,1,-1,0,unknown,no
3014,no,638,yes,no,unknown,14,may,217,1,-1,0,unknown,no
3015,no,737,yes,no,unknown,14,may,762,2,-1,0,unknown,no
3016,no,7695,yes,no,unknown,14,may,193,2,-1,0,unknown,no
3017,no,91,yes,no,unknown,14,may,302,2,-1,0,unknown,no
3018,no,760,yes,no,unknown,14,may,411,1,-1,0,unknown,no
3019,no,683,yes,no,unknown,14,may,245,2,-1,0,unknown,no
3020,no,1311,yes,no,unknown,14,may,746,1,-1,0,unknown,no
3021,no,606,yes,no,unknown,14,may,673,2,-1,0,unknown,no
3022,no,0,yes,no,unknown,14,may,220,7,-1,0,unknown,no
3023,no,192,yes,no,unknown,14,may,232,1,-1,0,unknown,no
3024,no,751,yes,no,unknown,14,may,115,3,-1,0,unknown,no
3025,no,10600,no,no,unknown,14,may,485,2,-1,0,unknown,no
3026,no,447,yes,yes,unknown,14,may,106,5,-1,0,unknown,no
3027,no,3096,yes,no,unknown,14,may,107,1,-1,0,unknown,no
3028,no,998,yes,no,unknown,14,may,1044,2,-1,0,unknown,no
3029,no,303,yes,no,unknown,14,may,180,4,-1,0,unknown,no
3030,no,1952,yes,no,unknown,14,may,354,1,-1,0,unknown,no
3031,no,171,yes,no,unknown,14,may,55,1,-1,0,unknown,no
3032,no,116,no,no,unknown,14,may,392,1,-1,0,unknown,no
3033,no,766,yes,no,unknown,14,may,123,1,-1,0,unknown,no
3034,yes,-500,yes,no,unknown,14,may,148,3,-1,0,unknown,no
3035,no,2017,yes,no,unknown,14,may,74,3,-1,0,unknown,no
3036,no,672,yes,no,unknown,14,may,267,8,-1,0,unknown,no
3037,no,450,yes,no,unknown,14,may,374,2,-1,0,unknown,no
3038,no,-31,yes,no,unknown,14,may,295,2,-1,0,unknown,no
3039,no,5426,yes,no,unknown,14,may,149,2,-1,0,unknown,no
3040,no,629,yes,no,unknown,14,may,226,2,-1,0,unknown,no
3041,no,2800,yes,no,unknown,14,may,668,1,-1,0,unknown,no
3042,no,1549,yes,no,unknown,14,may,95,6,-1,0,unknown,no
3043,no,6050,yes,no,unknown,14,may,229,2,-1,0,unknown,no
3044,no,1406,yes,no,unknown,14,may,252,3,-1,0,unknown,no
3045,no,425,yes,no,unknown,14,may,286,14,-1,0,unknown,no
3046,no,-328,yes,no,unknown,14,may,242,5,-1,0,unknown,no
3047,no,430,yes,yes,unknown,14,may,335,1,-1,0,unknown,no
3048,no,6911,no,no,unknown,14,may,323,5,-1,0,unknown,no
3049,no,111,yes,no,unknown,14,may,140,1,-1,0,unknown,no
3050,no,1158,yes,no,unknown,14,may,159,3,-1,0,unknown,no
3051,no,823,yes,no,unknown,14,may,293,3,-1,0,unknown,no
3052,no,410,yes,no,unknown,14,may,85,4,-1,0,unknown,no
3053,no,1028,yes,no,unknown,14,may,343,1,-1,0,unknown,no
3054,no,1288,yes,no,unknown,14,may,295,1,-1,0,unknown,no
3055,yes,-115,yes,no,unknown,14,may,360,1,-1,0,unknown,no
3056,no,474,yes,yes,unknown,14,may,183,4,-1,0,unknown,no
3057,no,2416,yes,no,unknown,14,may,304,3,-1,0,unknown,no
3058,no,233,yes,no,unknown,14,may,382,10,-1,0,unknown,no
3059,no,277,no,no,unknown,14,may,514,2,-1,0,unknown,no
3060,no,280,yes,no,unknown,14,may,142,3,-1,0,unknown,no
3061,no,2106,yes,yes,unknown,14,may,162,2,-1,0,unknown,no
3062,no,2610,yes,no,unknown,14,may,301,3,-1,0,unknown,no
3063,no,329,yes,no,unknown,14,may,264,2,-1,0,unknown,no
3064,no,1811,yes,no,unknown,14,may,150,1,-1,0,unknown,no
3065,no,387,yes,yes,unknown,14,may,49,1,-1,0,unknown,no
3066,no,6439,yes,no,unknown,14,may,326,3,-1,0,unknown,no
3067,no,1333,yes,no,unknown,14,may,468,2,-1,0,unknown,no
3068,no,864,yes,no,unknown,14,may,183,2,-1,0,unknown,no
3069,no,900,yes,no,unknown,14,may,339,1,-1,0,unknown,no
3070,no,744,yes,no,unknown,14,may,125,1,-1,0,unknown,no
3071,no,4370,yes,no,unknown,14,may,232,2,-1,0,unknown,no
3072,no,6532,yes,no,unknown,14,may,312,5,-1,0,unknown,no
3073,no,348,yes,no,unknown,14,may,423,2,-1,0,unknown,no
3074,no,2077,yes,no,unknown,14,may,163,1,-1,0,unknown,no
3075,no,1945,no,no,unknown,14,may,191,1,-1,0,unknown,no
3076,no,21,yes,no,unknown,14,may,248,1,-1,0,unknown,no
3077,no,4556,yes,no,unknown,14,may,146,1,-1,0,unknown,no
3078,no,1764,yes,no,unknown,14,may,125,2,-1,0,unknown,no
3079,no,248,yes,no,unknown,14,may,234,1,-1,0,unknown,no
3080,no,0,no,no,unknown,14,may,17,24,-1,0,unknown,no
3081,no,37,yes,no,unknown,14,may,546,1,-1,0,unknown,no
3082,no,236,yes,no,unknown,14,may,554,1,-1,0,unknown,no
3083,no,246,yes,no,unknown,14,may,162,4,-1,0,unknown,no
3084,no,206,yes,no,unknown,14,may,436,1,-1,0,unknown,no
3085,no,162,yes,no,unknown,14,may,297,2,-1,0,unknown,no
3086,no,976,yes,no,unknown,14,may,302,2,-1,0,unknown,no
3087,no,645,yes,yes,unknown,14,may,349,5,-1,0,unknown,no
3088,no,1794,yes,no,unknown,14,may,174,2,-1,0,unknown,no
3089,no,358,yes,no,unknown,14,may,180,1,-1,0,unknown,no
3090,no,9131,yes,no,unknown,14,may,902,5,-1,0,unknown,no
3091,no,532,yes,no,unknown,14,may,137,2,-1,0,unknown,no
3092,no,1150,yes,no,unknown,14,may,282,1,-1,0,unknown,no
3093,no,680,yes,no,unknown,14,may,321,1,-1,0,unknown,no
3094,no,245,yes,no,unknown,14,may,126,3,-1,0,unknown,no
3095,no,-13,yes,no,unknown,14,may,554,1,-1,0,unknown,no
3096,no,728,yes,no,unknown,14,may,21,11,-1,0,unknown,no
3097,no,137,yes,no,unknown,14,may,427,1,-1,0,unknown,no
3098,no,289,no,no,unknown,14,may,97,5,-1,0,unknown,no
3099,no,609,yes,no,unknown,14,may,402,1,-1,0,unknown,no
3100,no,15740,yes,no,unknown,14,may,252,2,-1,0,unknown,no
3101,no,574,yes,no,unknown,14,may,449,2,-1,0,unknown,no
3102,no,1480,yes,no,unknown,14,may,360,2,-1,0,unknown,no
3103,no,343,yes,no,unknown,14,may,89,7,-1,0,unknown,no
3104,no,424,yes,yes,unknown,14,may,241,2,-1,0,unknown,no
3105,no,413,yes,no,unknown,14,may,574,2,-1,0,unknown,no
3106,no,277,yes,no,unknown,14,may,274,2,-1,0,unknown,no
3107,no,2157,yes,no,unknown,14,may,154,2,-1,0,unknown,no
3108,no,738,yes,no,unknown,14,may,71,4,-1,0,unknown,no
3109,no,-101,yes,no,unknown,14,may,122,4,-1,0,unknown,no
3110,no,-52,yes,no,unknown,14,may,166,4,-1,0,unknown,no
3111,no,262,yes,no,unknown,14,may,163,5,-1,0,unknown,no
3112,no,-95,yes,no,unknown,14,may,167,3,-1,0,unknown,no
3113,no,66,yes,no,unknown,14,may,91,7,-1,0,unknown,no
3114,no,3630,yes,no,unknown,14,may,133,4,-1,0,unknown,no
3115,no,294,yes,no,unknown,14,may,594,2,-1,0,unknown,no
3116,no,1465,yes,no,unknown,14,may,86,2,-1,0,unknown,no
3117,no,0,yes,no,unknown,14,may,40,2,-1,0,unknown,no
3118,no,5961,yes,no,unknown,14,may,166,3,-1,0,unknown,no
3119,no,1487,yes,no,unknown,14,may,302,16,-1,0,unknown,no
3120,no,-295,yes,no,unknown,14,may,303,4,-1,0,unknown,no
3121,no,0,no,no,unknown,14,may,636,6,-1,0,unknown,no
3122,no,219,yes,no,unknown,14,may,341,5,-1,0,unknown,no
3123,no,1442,yes,yes,unknown,14,may,483,3,-1,0,unknown,no
3124,no,360,yes,no,unknown,14,may,220,2,-1,0,unknown,no
3125,no,339,yes,no,unknown,14,may,234,2,-1,0,unknown,no
3126,no,1427,yes,no,unknown,14,may,32,3,-1,0,unknown,no
3127,no,30,yes,no,unknown,14,may,211,3,-1,0,unknown,no
3128,no,483,yes,no,unknown,14,may,738,2,-1,0,unknown,no
3129,no,402,yes,no,unknown,14,may,482,2,-1,0,unknown,no
3130,no,5678,yes,no,unknown,14,may,238,2,-1,0,unknown,no
3131,no,0,no,no,unknown,14,may,370,2,-1,0,unknown,no
3132,no,2631,yes,no,unknown,14,may,76,2,-1,0,unknown,no
3133,no,112,yes,no,unknown,14,may,225,2,-1,0,unknown,no
3134,no,664,yes,no,unknown,14,may,256,2,-1,0,unknown,no
3135,no,2626,yes,no,unknown,14,may,567,3,-1,0,unknown,no
3136,no,28,yes,no,unknown,14,may,2241,4,-1,0,unknown,no
3137,no,321,yes,no,unknown,14,may,147,3,-1,0,unknown,no
3138,no,1794,yes,no,unknown,14,may,135,2,-1,0,unknown,no
3139,no,989,yes,no,unknown,14,may,260,2,-1,0,unknown,no
3140,no,6029,yes,no,unknown,14,may,254,2,-1,0,unknown,no
3141,no,416,yes,no,unknown,14,may,1118,2,-1,0,unknown,no
3142,no,-389,yes,no,unknown,14,may,76,9,-1,0,unknown,no
3143,no,1260,yes,no,unknown,14,may,79,3,-1,0,unknown,no
3144,no,82,no,no,unknown,14,may,94,6,-1,0,unknown,no
3145,no,94,yes,yes,unknown,14,may,208,5,-1,0,unknown,no
3146,no,5291,yes,no,unknown,14,may,1423,3,-1,0,unknown,yes
3147,no,3401,yes,no,unknown,14,may,271,2,-1,0,unknown,no
3148,no,0,yes,yes,unknown,14,may,166,5,-1,0,unknown,no
3149,no,-1196,yes,yes,unknown,14,may,256,4,-1,0,unknown,no
3150,no,810,yes,no,unknown,14,may,19,14,-1,0,unknown,no
3151,no,3105,yes,no,unknown,14,may,173,11,-1,0,unknown,no
3152,no,351,yes,no,unknown,14,may,367,3,-1,0,unknown,no
3153,no,2612,yes,no,unknown,14,may,414,2,-1,0,unknown,no
3154,no,556,yes,no,unknown,14,may,227,4,-1,0,unknown,no
3155,no,380,yes,no,unknown,14,may,349,2,-1,0,unknown,no
3156,no,953,yes,no,unknown,14,may,278,2,-1,0,unknown,no
3157,no,786,yes,yes,unknown,14,may,103,5,-1,0,unknown,no
3158,no,601,yes,no,unknown,14,may,249,2,-1,0,unknown,no
3159,no,651,yes,no,unknown,14,may,143,3,-1,0,unknown,no
3160,no,0,yes,no,unknown,14,may,37,3,-1,0,unknown,no
3161,no,79,yes,no,unknown,14,may,168,3,-1,0,unknown,no
3162,no,0,yes,no,unknown,14,may,260,3,-1,0,unknown,no
3163,no,4464,yes,no,unknown,14,may,162,3,-1,0,unknown,no
3164,no,422,yes,no,unknown,14,may,187,3,-1,0,unknown,no
3165,no,598,no,no,unknown,14,may,266,2,-1,0,unknown,no
3166,no,123,no,no,unknown,14,may,279,2,-1,0,unknown,no
3167,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown,no
3168,no,718,yes,no,unknown,14,may,318,2,-1,0,unknown,no
3169,no,-406,yes,yes,unknown,14,may,104,3,-1,0,unknown,no
3170,no,3625,yes,no,unknown,14,may,747,3,-1,0,unknown,no
3171,yes,-35,yes,no,unknown,14,may,1204,4,-1,0,unknown,no
3172,no,1132,no,no,unknown,15,may,95,4,-1,0,unknown,no
3173,no,1121,yes,no,unknown,15,may,176,2,-1,0,unknown,no
3174,no,3407,yes,no,unknown,15,may,179,2,-1,0,unknown,no
3175,no,827,yes,no,unknown,15,may,319,5,-1,0,unknown,no
3176,no,471,no,yes,unknown,15,may,114,2,-1,0,unknown,no
3177,no,2938,yes,no,unknown,15,may,170,5,-1,0,unknown,no
3178,no,-219,yes,yes,unknown,15,may,311,5,-1,0,unknown,no
3179,no,719,yes,no,unknown,15,may,362,3,-1,0,unknown,no
3180,no,-439,yes,no,unknown,15,may,347,8,-1,0,unknown,no
3181,no,0,yes,no,unknown,15,may,86,4,-1,0,unknown,no
3182,no,74,yes,no,unknown,15,may,101,4,-1,0,unknown,no
3183,no,44,yes,no,unknown,15,may,288,2,-1,0,unknown,no
3184,no,52,yes,no,unknown,15,may,44,3,-1,0,unknown,no
3185,no,581,yes,no,unknown,15,may,1013,3,-1,0,unknown,no
3186,no,860,yes,no,unknown,15,may,90,3,-1,0,unknown,no
3187,no,259,yes,no,unknown,15,may,155,6,-1,0,unknown,no
3188,no,95,yes,no,unknown,15,may,468,5,-1,0,unknown,no
3189,no,-516,yes,no,unknown,15,may,226,2,-1,0,unknown,no
3190,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,no
3191,no,1384,yes,no,unknown,15,may,1162,4,-1,0,unknown,yes
3192,no,5131,yes,no,unknown,15,may,114,2,-1,0,unknown,no
3193,no,2918,yes,no,unknown,15,may,349,2,-1,0,unknown,no
3194,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,yes
3195,no,2235,yes,yes,unknown,15,may,755,2,-1,0,unknown,no
3196,yes,-143,yes,no,unknown,15,may,305,3,-1,0,unknown,no
3197,no,1500,no,no,unknown,15,may,148,3,-1,0,unknown,no
3198,no,56831,no,no,unknown,15,may,243,1,-1,0,unknown,no
3199,no,2440,yes,no,unknown,15,may,391,2,-1,0,unknown,no
3200,no,2040,yes,no,unknown,15,may,204,1,-1,0,unknown,no
3201,no,678,yes,no,unknown,15,may,236,4,-1,0,unknown,no
3202,no,5006,yes,no,unknown,15,may,112,1,-1,0,unknown,no
3203,no,3291,yes,no,unknown,15,may,125,4,-1,0,unknown,no
3204,no,543,yes,no,unknown,15,may,141,1,-1,0,unknown,no
3205,no,4048,yes,no,unknown,15,may,360,1,-1,0,unknown,no
3206,no,0,yes,no,unknown,15,may,312,6,-1,0,unknown,no
3207,no,3269,yes,no,unknown,15,may,366,1,-1,0,unknown,no
3208,no,420,yes,no,unknown,15,may,100,1,-1,0,unknown,no
3209,no,0,no,no,unknown,15,may,70,1,-1,0,unknown,no
3210,no,201,yes,no,unknown,15,may,254,1,-1,0,unknown,no
3211,no,2537,yes,yes,unknown,15,may,230,1,-1,0,unknown,no
3212,no,107,no,no,unknown,15,may,246,1,-1,0,unknown,no
3213,no,6127,yes,no,unknown,15,may,97,1,-1,0,unknown,no
3214,no,4509,yes,no,unknown,15,may,135,1,-1,0,unknown,no
3215,no,-191,yes,no,unknown,15,may,755,1,-1,0,unknown,yes
3216,no,183,yes,no,unknown,15,may,73,1,-1,0,unknown,no
3217,no,2883,yes,yes,unknown,15,may,12,3,-1,0,unknown,no
3218,no,2515,yes,yes,unknown,15,may,65,1,-1,0,unknown,no
3219,no,1108,yes,no,unknown,15,may,420,1,-1,0,unknown,no
3220,no,56,yes,yes,unknown,15,may,259,1,-1,0,unknown,no
3221,no,1270,yes,no,unknown,15,may,192,1,-1,0,unknown,no
3222,no,1894,yes,no,unknown,15,may,189,1,-1,0,unknown,no
3223,no,0,yes,yes,unknown,15,may,263,1,-1,0,unknown,no
3224,no,2217,yes,no,unknown,15,may,126,1,-1,0,unknown,no
3225,no,1330,yes,no,unknown,15,may,415,8,-1,0,unknown,no
3226,no,3173,no,no,unknown,15,may,746,1,-1,0,unknown,yes
3227,no,2157,yes,yes,unknown,15,may,260,1,-1,0,unknown,no
3228,no,1033,yes,no,unknown,15,may,71,1,-1,0,unknown,no
3229,no,4157,yes,no,unknown,15,may,735,1,-1,0,unknown,no
3230,no,3381,yes,no,unknown,15,may,75,1,-1,0,unknown,no
3231,no,1882,yes,no,unknown,15,may,87,1,-1,0,unknown,no
3232,no,0,yes,no,unknown,15,may,183,5,-1,0,unknown,no
3233,no,1927,yes,no,unknown,15,may,62,1,-1,0,unknown,no
3234,no,3649,yes,yes,unknown,15,may,150,1,-1,0,unknown,no
3235,no,244,yes,no,unknown,15,may,244,1,-1,0,unknown,no
3236,no,1705,yes,no,unknown,15,may,367,2,-1,0,unknown,no
3237,no,1164,yes,no,unknown,15,may,325,1,-1,0,unknown,no
3238,no,9359,yes,no,unknown,15,may,197,1,-1,0,unknown,no
3239,no,1620,yes,no,unknown,15,may,121,1,-1,0,unknown,no
3240,no,149,yes,no,unknown,15,may,27,1,-1,0,unknown,no
3241,no,2479,yes,yes,unknown,15,may,157,1,-1,0,unknown,no
3242,no,6659,yes,yes,unknown,15,may,203,1,-1,0,unknown,no
3243,no,1913,yes,no,unknown,15,may,115,1,-1,0,unknown,no
3244,no,1563,yes,no,unknown,15,may,112,1,-1,0,unknown,no
3245,no,708,yes,no,unknown,15,may,104,1,-1,0,unknown,no
3246,no,1172,yes,no,unknown,15,may,153,1,-1,0,unknown,no
3247,no,2086,yes,no,unknown,15,may,182,2,-1,0,unknown,no
3248,no,524,yes,no,unknown,15,may,55,1,-1,0,unknown,no
3249,no,221,yes,no,unknown,15,may,305,1,-1,0,unknown,no
3250,no,52,yes,yes,unknown,15,may,140,1,-1,0,unknown,no
3251,no,-175,yes,no,unknown,15,may,180,2,-1,0,unknown,no
3252,no,-149,yes,no,unknown,15,may,644,2,-1,0,unknown,no
3253,no,1530,yes,no,unknown,15,may,173,1,-1,0,unknown,no
3254,no,-100,yes,no,unknown,15,may,374,1,-1,0,unknown,no
3255,no,1934,no,yes,unknown,15,may,240,1,-1,0,unknown,no
3256,no,137,yes,yes,unknown,15,may,1088,2,-1,0,unknown,no
3257,no,276,yes,yes,unknown,15,may,219,1,-1,0,unknown,no
3258,no,1758,yes,no,unknown,15,may,41,1,-1,0,unknown,no
3259,no,49,yes,no,unknown,15,may,558,6,-1,0,unknown,no
3260,no,960,yes,no,unknown,15,may,436,1,-1,0,unknown,no
3261,no,959,yes,no,unknown,15,may,463,1,-1,0,unknown,no
3262,no,1306,yes,no,unknown,15,may,265,1,-1,0,unknown,no
