id,age,job,marital,education
2458,43,blue-collar,married,unknown
2459,50,blue-collar,married,secondary
2460,26,blue-collar,single,secondary
2461,54,blue-collar,married,unknown
2462,44,technician,divorced,secondary
2463,36,admin.,divorced,secondary
2464,51,services,married,unknown
2465,59,retired,married,secondary
2466,42,management,married,tertiary
2467,41,services,married,secondary
2468,43,blue-collar,married,unknown
2469,40,self-employed,married,primary
2470,32,technician,married,tertiary
2471,55,technician,married,unknown
2472,59,retired,married,secondary
2473,30,blue-collar,married,secondary
2474,47,admin.,married,secondary
2475,23,entrepreneur,single,primary
2476,44,blue-collar,married,primary
2477,45,technician,married,secondary
2478,35,technician,single,secondary
2479,41,technician,divorced,secondary
2480,59,management,divorced,primary
2481,29,services,single,primary
2482,48,services,married,secondary
2483,49,management,married,tertiary
2484,60,blue-collar,married,primary
2485,45,management,married,tertiary
2486,48,management,married,tertiary
2487,45,entrepreneur,divorced,tertiary
2488,48,management,married,tertiary
2489,54,retired,married,primary
2490,44,technician,married,tertiary
2491,46,blue-collar,single,primary
2492,52,admin.,divorced,secondary
2493,44,management,married,tertiary
2494,52,services,divorced,secondary
2495,46,entrepreneur,single,tertiary
2496,54,admin.,divorced,secondary
2497,49,entrepreneur,divorced,secondary
2498,46,management,married,tertiary
2499,48,services,divorced,primary
2500,43,blue-collar,married,unknown
2501,50,blue-collar,married,primary
2502,44,blue-collar,married,secondary
2503,43,unemployed,divorced,secondary
2504,51,admin.,single,secondary
2505,59,retired,married,tertiary
2506,52,technician,married,secondary
2507,35,admin.,single,secondary
2508,36,blue-collar,married,secondary
2509,32,services,married,secondary
2510,41,blue-collar,married,secondary
2511,47,blue-collar,married,primary
2512,45,services,married,secondary
2513,45,blue-collar,married,secondary
2514,45,entrepreneur,divorced,tertiary
2515,29,technician,single,secondary
2516,36,management,married,tertiary
2517,37,blue-collar,divorced,secondary
2518,44,admin.,married,secondary
2519,56,retired,married,secondary
2520,52,management,married,unknown
2521,57,management,married,secondary
2522,54,services,married,secondary
2523,49,entrepreneur,married,primary
2524,24,blue-collar,single,unknown
2525,42,self-employed,married,tertiary
2526,40,management,married,tertiary
2527,25,management,single,tertiary
2528,28,blue-collar,single,secondary
2529,53,retired,married,secondary
2530,40,admin.,divorced,secondary
2531,27,services,single,secondary
2532,34,management,married,tertiary
2533,56,self-employed,married,secondary
2534,45,blue-collar,married,secondary
2535,27,blue-collar,married,secondary
2536,53,retired,married,tertiary
2537,34,technician,single,tertiary
2538,44,admin.,single,unknown
2539,46,blue-collar,married,primary
2540,53,retired,single,secondary
2541,26,technician,married,tertiary
2542,31,admin.,single,secondary
2543,35,services,married,secondary
2544,43,technician,married,secondary
2545,47,blue-collar,married,primary
2546,37,entrepreneur,divorced,secondary
2547,57,retired,married,tertiary
2548,41,blue-collar,married,primary
2549,55,admin.,divorced,unknown
2550,51,admin.,divorced,secondary
2551,27,blue-collar,single,secondary
2552,53,management,married,secondary
2553,39,admin.,single,secondary
2554,35,admin.,married,secondary
2555,28,technician,single,secondary
2556,29,blue-collar,divorced,unknown
2557,51,technician,married,secondary
2558,46,admin.,single,secondary
2559,50,unemployed,married,secondary
2560,56,entrepreneur,married,unknown
2561,28,blue-collar,married,secondary
2562,51,management,married,tertiary
2563,54,housemaid,married,secondary
2564,47,blue-collar,married,primary
2565,49,self-employed,married,secondary
2566,46,blue-collar,divorced,primary
2567,41,management,married,tertiary
2568,45,admin.,married,secondary
2569,31,blue-collar,married,primary
2570,53,admin.,divorced,secondary
2571,60,admin.,divorced,unknown
2572,55,retired,married,secondary
2573,54,technician,divorced,secondary
2574,46,blue-collar,married,primary
2575,41,technician,single,unknown
2576,34,admin.,married,secondary
2577,51,technician,married,secondary
2578,31,admin.,single,secondary
2579,55,technician,married,secondary
2580,44,management,married,tertiary
2581,25,services,single,secondary
2582,36,blue-collar,married,secondary
2583,33,blue-collar,married,secondary
2584,46,blue-collar,married,secondary
2585,43,blue-collar,divorced,primary
2586,46,management,married,tertiary
2587,53,blue-collar,married,secondary
2588,52,technician,divorced,secondary
2589,57,management,divorced,unknown
2590,31,blue-collar,single,secondary
2591,54,services,married,secondary
2592,37,management,married,tertiary
2593,41,blue-collar,married,secondary
2594,44,admin.,married,secondary
2595,26,services,single,secondary
2596,40,blue-collar,married,primary
2597,32,admin.,divorced,secondary
2598,44,technician,single,tertiary
2599,44,blue-collar,married,primary
2600,35,technician,married,secondary
2601,49,services,married,secondary
2602,44,technician,married,secondary
2603,40,blue-collar,married,secondary
2604,39,blue-collar,married,secondary
2605,51,blue-collar,divorced,tertiary
2606,59,retired,divorced,primary
2607,42,admin.,married,secondary
2608,47,services,divorced,secondary
2609,57,blue-collar,married,primary
2610,42,management,married,secondary
2611,40,services,married,primary
2612,44,technician,married,primary
2613,38,admin.,single,unknown
2614,51,management,married,tertiary
2615,48,management,married,tertiary
2616,48,blue-collar,married,secondary
2617,42,blue-collar,divorced,primary
2618,48,entrepreneur,married,tertiary
2619,49,management,married,tertiary
2620,44,services,married,secondary
2621,44,services,married,primary
2622,32,blue-collar,single,secondary
2623,43,blue-collar,married,secondary
2624,44,services,divorced,secondary
2625,53,admin.,divorced,secondary
2626,43,blue-collar,married,primary
2627,31,technician,married,secondary
2628,48,management,married,tertiary
2629,46,technician,single,secondary
2630,41,blue-collar,divorced,secondary
2631,26,management,married,tertiary
2632,26,blue-collar,married,secondary
2633,52,admin.,divorced,secondary
2634,47,blue-collar,married,primary
2635,47,blue-collar,married,unknown
2636,27,blue-collar,married,primary
2637,31,services,married,secondary
2638,60,retired,married,tertiary
2639,58,retired,married,primary
2640,44,blue-collar,married,secondary
2641,32,blue-collar,married,secondary
2642,33,blue-collar,married,primary
2643,38,admin.,married,secondary
2644,35,technician,divorced,secondary
2645,47,technician,married,secondary
2646,32,blue-collar,single,secondary
2647,41,management,married,primary
2648,30,management,single,tertiary
2649,60,retired,married,secondary
2650,36,blue-collar,divorced,secondary
2651,46,blue-collar,married,primary
2652,58,blue-collar,married,primary
2653,52,entrepreneur,married,unknown
2654,55,management,married,secondary
2655,43,blue-collar,married,primary
2656,24,admin.,single,secondary
2657,24,blue-collar,married,primary
2658,25,blue-collar,married,secondary
2659,40,technician,married,secondary
2660,31,blue-collar,married,secondary
2661,31,technician,single,secondary
2662,26,blue-collar,single,secondary
2663,52,blue-collar,married,secondary
2664,25,technician,single,tertiary
2665,40,blue-collar,married,secondary
2666,42,blue-collar,divorced,secondary
2667,31,technician,married,tertiary
2668,43,entrepreneur,married,secondary
2669,57,blue-collar,married,primary
2670,30,housemaid,single,secondary
2671,23,blue-collar,married,primary
2672,53,blue-collar,divorced,primary
2673,44,self-employed,married,secondary
2674,48,technician,married,secondary
2675,59,retired,divorced,tertiary
2676,33,management,married,secondary
2677,60,retired,married,secondary
2678,42,services,married,secondary
2679,44,management,single,tertiary
2680,50,management,single,tertiary
2681,54,retired,married,secondary
2682,29,admin.,single,secondary
2683,59,self-employed,married,tertiary
2684,37,technician,married,secondary
2685,55,retired,married,secondary
2686,53,retired,divorced,tertiary
2687,31,services,married,secondary
2688,49,management,married,tertiary
2689,28,blue-collar,married,primary
2690,47,blue-collar,married,primary
2691,31,blue-collar,married,primary
2692,49,housemaid,divorced,primary
2693,59,blue-collar,married,unknown
2694,34,blue-collar,married,secondary
2695,43,admin.,married,primary
2696,38,blue-collar,married,primary
2697,41,services,married,secondary
2698,44,blue-collar,married,primary
2699,31,services,single,secondary
2700,35,blue-collar,married,primary
2701,37,admin.,married,secondary
2702,58,admin.,married,secondary
2703,24,blue-collar,married,secondary
2704,35,blue-collar,single,primary
2705,33,blue-collar,divorced,secondary
2706,40,entrepreneur,married,tertiary
2707,46,admin.,divorced,tertiary
2708,41,blue-collar,married,primary
2709,33,blue-collar,married,tertiary
2710,35,blue-collar,divorced,primary
2711,57,retired,divorced,primary
2712,40,technician,married,primary
2713,36,blue-collar,married,secondary
2714,47,management,divorced,secondary
2715,50,blue-collar,married,primary
2716,51,technician,married,secondary
2717,41,management,divorced,tertiary
2718,38,management,married,tertiary
2719,39,blue-collar,married,primary
2720,25,services,single,secondary
2721,43,technician,married,secondary
2722,33,blue-collar,married,secondary
2723,45,blue-collar,married,secondary
2724,58,unknown,divorced,secondary
2725,57,blue-collar,married,primary
2726,27,unemployed,single,tertiary
2727,25,technician,single,tertiary
2728,38,blue-collar,married,unknown
2729,28,technician,single,secondary
2730,33,services,married,secondary
2731,44,blue-collar,single,secondary
2732,57,admin.,married,secondary
2733,46,blue-collar,single,secondary
2734,57,technician,divorced,secondary
2735,42,blue-collar,divorced,primary
2736,46,admin.,married,secondary
2737,39,entrepreneur,married,secondary
2738,27,blue-collar,married,secondary
2739,42,management,married,secondary
2740,58,admin.,married,secondary
2741,42,admin.,single,secondary
2742,48,blue-collar,married,primary
2743,57,services,single,secondary
2744,52,admin.,single,secondary
2745,54,blue-collar,divorced,primary
2746,55,retired,married,secondary
2747,46,blue-collar,married,primary
2748,48,entrepreneur,married,unknown
2749,25,admin.,single,secondary
2750,38,management,divorced,tertiary
2751,46,retired,married,primary
2752,48,technician,married,unknown
2753,43,blue-collar,married,primary
2754,52,technician,married,secondary
2755,27,blue-collar,single,secondary
2756,29,blue-collar,married,secondary
2757,49,admin.,married,secondary
2758,30,blue-collar,single,secondary
2759,50,admin.,married,secondary
2760,58,blue-collar,married,unknown
2761,44,blue-collar,married,secondary
2762,52,technician,married,secondary
2763,44,entrepreneur,married,secondary
2764,27,blue-collar,single,secondary
2765,35,technician,married,secondary
2766,31,blue-collar,married,secondary
2767,31,blue-collar,married,primary
2768,52,housemaid,married,secondary
2769,44,blue-collar,married,secondary
2770,28,blue-collar,single,primary
2771,41,technician,married,secondary
2772,54,technician,divorced,secondary
2773,46,blue-collar,married,secondary
2774,48,blue-collar,married,primary
2775,31,admin.,married,secondary
